entity1,entity2,sentence
tauriel,sindar,"Alors que Legolas pourchasse Bolg, Tauriel prend des feuilles d'Athelas obtenues par Bofur et les utilise pour soigner les blessures de Kíli, tout en chantant en Sindarin."
tauriel,affecté,Tauriel lui dit de rester immobile mais le Nain est visiblement affecté et bouge sa main pour tenir la sienne.
tauriel,immobile,Tauriel lui dit de rester immobile mais le Nain est visiblement affecté et bouge sa main pour tenir la sienne.
tauriel,ensemble,Tauriel et Kíli se battent ensemble contre Bolg.
tauriel,batte,Tauriel et Kíli se battent ensemble contre Bolg.
tauriel,thranduil,Tauriel est bannie du Royaume Sylvestre par Thranduil.
tauriel,sylvestre,Tauriel est bannie du Royaume Sylvestre par Thranduil.
tauriel,bannie,Tauriel est bannie du Royaume Sylvestre par Thranduil.
tauriel,conséquent,"Par conséquent, ce qui arrive à Tauriel après la Bataille des Cinq Armées reste inconnu, bien que l'actrice Evangeline Lilly ait déclaré dans une interview que Tauriel serait retournée au Royaume des Bois (Sylvestre)."
tauriel,armées,"Par conséquent, ce qui arrive à Tauriel après la Bataille des Cinq Armées reste inconnu, bien que l'actrice Evangeline Lilly ait déclaré dans une interview que Tauriel serait retournée au Royaume des Bois (Sylvestre)."
tauriel,sylvestre,"Par conséquent, ce qui arrive à Tauriel après la Bataille des Cinq Armées reste inconnu, bien que l'actrice Evangeline Lilly ait déclaré dans une interview que Tauriel serait retournée au Royaume des Bois (Sylvestre)."
tauriel,lilly,"Par conséquent, ce qui arrive à Tauriel après la Bataille des Cinq Armées reste inconnu, bien que l'actrice Evangeline Lilly ait déclaré dans une interview que Tauriel serait retournée au Royaume des Bois (Sylvestre)."
tauriel,bataille,"Par conséquent, ce qui arrive à Tauriel après la Bataille des Cinq Armées reste inconnu, bien que l'actrice Evangeline Lilly ait déclaré dans une interview que Tauriel serait retournée au Royaume des Bois (Sylvestre)."
tauriel,mots,"Tauriel signifie ""jeune fille de la forêt"", des mots Sindarin -taur = ""bois, forêt"" et le suffixe féminin -iel = fille, jeune fille""."
tauriel,féminin,"Tauriel signifie ""jeune fille de la forêt"", des mots Sindarin -taur = ""bois, forêt"" et le suffixe féminin -iel = fille, jeune fille""."
tauriel,-iel,"Tauriel signifie ""jeune fille de la forêt"", des mots Sindarin -taur = ""bois, forêt"" et le suffixe féminin -iel = fille, jeune fille""."
tauriel,sindar,"Tauriel signifie ""jeune fille de la forêt"", des mots Sindarin -taur = ""bois, forêt"" et le suffixe féminin -iel = fille, jeune fille""."
tauriel,forces,"Elfes de Thranduil, Tauriel est une professionnelle de l'armée et dirige les forces armées du Royaume Sylvestre."
tauriel,armées,"Elfes de Thranduil, Tauriel est une professionnelle de l'armée et dirige les forces armées du Royaume Sylvestre."
tauriel,thranduil,"Elfes de Thranduil, Tauriel est une professionnelle de l'armée et dirige les forces armées du Royaume Sylvestre."
tauriel,sylvestre,"Elfes de Thranduil, Tauriel est une professionnelle de l'armée et dirige les forces armées du Royaume Sylvestre."
parents,thranduil,Ses parents ont été tués par des Orques quand elle était plus jeune et on laisse entendre que Thranduil s'est occupé d'elle depuis lors.
thranduil,parents,Ses parents ont été tués par des Orques quand elle était plus jeune et on laisse entendre que Thranduil s'est occupé d'elle depuis lors.
tauriel,thranduil,"Contrairement à la manière de s'isoler de Thranduil, Tauriel est interventionniste et reconnaît les maux croissants du monde et la nécessité de les éradiquer."
tauriel,nécessité,"Contrairement à la manière de s'isoler de Thranduil, Tauriel est interventionniste et reconnaît les maux croissants du monde et la nécessité de les éradiquer."
tauriel,manière,"Contrairement à la manière de s'isoler de Thranduil, Tauriel est interventionniste et reconnaît les maux croissants du monde et la nécessité de les éradiquer."
tauriel,croissants,"Contrairement à la manière de s'isoler de Thranduil, Tauriel est interventionniste et reconnaît les maux croissants du monde et la nécessité de les éradiquer."
eowyn,résidence,"Eowyn est née en 2995 T.A.[1], probablement à Aldburg, lieu de résidence de sa famille dans le Folde[2]. A cette époque, son oncle Théoden est roi du Rohan."
eowyn,oncle,"Eowyn est née en 2995 T.A.[1], probablement à Aldburg, lieu de résidence de sa famille dans le Folde[2]. A cette époque, son oncle Théoden est roi du Rohan."
eowyn,théoden,"Eowyn est née en 2995 T.A.[1], probablement à Aldburg, lieu de résidence de sa famille dans le Folde[2]. A cette époque, son oncle Théoden est roi du Rohan."
eowyn,folde,"Eowyn est née en 2995 T.A.[1], probablement à Aldburg, lieu de résidence de sa famille dans le Folde[2]. A cette époque, son oncle Théoden est roi du Rohan."
eowyn,famille,"Eowyn est née en 2995 T.A.[1], probablement à Aldburg, lieu de résidence de sa famille dans le Folde[2]. A cette époque, son oncle Théoden est roi du Rohan."
oncle,eowyn,"Eowyn est née en 2995 T.A.[1], probablement à Aldburg, lieu de résidence de sa famille dans le Folde[2]. A cette époque, son oncle Théoden est roi du Rohan."
oncle,résidence,"Eowyn est née en 2995 T.A.[1], probablement à Aldburg, lieu de résidence de sa famille dans le Folde[2]. A cette époque, son oncle Théoden est roi du Rohan."
oncle,théoden,"Eowyn est née en 2995 T.A.[1], probablement à Aldburg, lieu de résidence de sa famille dans le Folde[2]. A cette époque, son oncle Théoden est roi du Rohan."
oncle,folde,"Eowyn est née en 2995 T.A.[1], probablement à Aldburg, lieu de résidence de sa famille dans le Folde[2]. A cette époque, son oncle Théoden est roi du Rohan."
oncle,famille,"Eowyn est née en 2995 T.A.[1], probablement à Aldburg, lieu de résidence de sa famille dans le Folde[2]. A cette époque, son oncle Théoden est roi du Rohan."
eowyn,sarn,"A l'âge adulte, Eowyn est grande et élancée, douée d'une grâce et d'une noble allure qui lui viennent du Sud, de sa grand-mère Morwen de Lossarnach[3]."
eowyn,adulte,"A l'âge adulte, Eowyn est grande et élancée, douée d'une grâce et d'une noble allure qui lui viennent du Sud, de sa grand-mère Morwen de Lossarnach[3]."
eowyn,grand-mère,"A l'âge adulte, Eowyn est grande et élancée, douée d'une grâce et d'une noble allure qui lui viennent du Sud, de sa grand-mère Morwen de Lossarnach[3]."
eowyn,morwen,"A l'âge adulte, Eowyn est grande et élancée, douée d'une grâce et d'une noble allure qui lui viennent du Sud, de sa grand-mère Morwen de Lossarnach[3]."
eowyn,nob,"A l'âge adulte, Eowyn est grande et élancée, douée d'une grâce et d'une noble allure qui lui viennent du Sud, de sa grand-mère Morwen de Lossarnach[3]."
éowyn,frontières,"Éowyn reste au palais pour soigner le roi alors que son frère (Éomer) et son cousin Théodred, fils et héritier du roi, partent pour défendre les frontières."
éowyn,palais,"Éowyn reste au palais pour soigner le roi alors que son frère (Éomer) et son cousin Théodred, fils et héritier du roi, partent pour défendre les frontières."
éowyn,lothlórien,"Le 2 mars, Éowyn est présente lors de l'arrivée à Meduseld de Gandalf, Aragorn, Legolas et Gimli[4]. Éowyn tombe amoureuse d'Aragorn, mais le cœur de ce dernier est déjà pris par l'amour qu'il voue à Arwen depuis leur rencontre à Imladris bien des années auparavant et il est tenu par son serment envers elle prononcé en Lothlórien[5]."
éowyn,années,"Le 2 mars, Éowyn est présente lors de l'arrivée à Meduseld de Gandalf, Aragorn, Legolas et Gimli[4]. Éowyn tombe amoureuse d'Aragorn, mais le cœur de ce dernier est déjà pris par l'amour qu'il voue à Arwen depuis leur rencontre à Imladris bien des années auparavant et il est tenu par son serment envers elle prononcé en Lothlórien[5]."
éowyn,amour,"Le 2 mars, Éowyn est présente lors de l'arrivée à Meduseld de Gandalf, Aragorn, Legolas et Gimli[4]. Éowyn tombe amoureuse d'Aragorn, mais le cœur de ce dernier est déjà pris par l'amour qu'il voue à Arwen depuis leur rencontre à Imladris bien des années auparavant et il est tenu par son serment envers elle prononcé en Lothlórien[5]."
éowyn,arrivée,"Le 2 mars, Éowyn est présente lors de l'arrivée à Meduseld de Gandalf, Aragorn, Legolas et Gimli[4]. Éowyn tombe amoureuse d'Aragorn, mais le cœur de ce dernier est déjà pris par l'amour qu'il voue à Arwen depuis leur rencontre à Imladris bien des années auparavant et il est tenu par son serment envers elle prononcé en Lothlórien[5]."
éowyn,rencontre,"Le 2 mars, Éowyn est présente lors de l'arrivée à Meduseld de Gandalf, Aragorn, Legolas et Gimli[4]. Éowyn tombe amoureuse d'Aragorn, mais le cœur de ce dernier est déjà pris par l'amour qu'il voue à Arwen depuis leur rencontre à Imladris bien des années auparavant et il est tenu par son serment envers elle prononcé en Lothlórien[5]."
aigles,précipice,"les Aigles Géants, menés par leur seigneur Thorondor, viennent en aide aux survivants et tuent les Orques, mais Glorfindel tombe dans le précipice au cours de sa lutte avec le Balrog."
aigles,survivants,"les Aigles Géants, menés par leur seigneur Thorondor, viennent en aide aux survivants et tuent les Orques, mais Glorfindel tombe dans le précipice au cours de sa lutte avec le Balrog."
aigles,thorondor,"les Aigles Géants, menés par leur seigneur Thorondor, viennent en aide aux survivants et tuent les Orques, mais Glorfindel tombe dans le précipice au cours de sa lutte avec le Balrog."
aigles,géants,"les Aigles Géants, menés par leur seigneur Thorondor, viennent en aide aux survivants et tuent les Orques, mais Glorfindel tombe dans le précipice au cours de sa lutte avec le Balrog."
cavalerie,forces,"Le Roi-Sorcier tente de fuir jusqu’en Angmar avec le peu de forces qu’il peut réunir, mais la cavalerie du Gondor, ainsi qu'une armée envoyée par Elrond de Fondcombe sous le commandement de Glorfindel l’écrasent complètement, et il fuit la présence de l’Elfe."
cavalerie,écrasent,"Le Roi-Sorcier tente de fuir jusqu’en Angmar avec le peu de forces qu’il peut réunir, mais la cavalerie du Gondor, ainsi qu'une armée envoyée par Elrond de Fondcombe sous le commandement de Glorfindel l’écrasent complètement, et il fuit la présence de l’Elfe."
cavalerie,fondcombe,"Le Roi-Sorcier tente de fuir jusqu’en Angmar avec le peu de forces qu’il peut réunir, mais la cavalerie du Gondor, ainsi qu'une armée envoyée par Elrond de Fondcombe sous le commandement de Glorfindel l’écrasent complètement, et il fuit la présence de l’Elfe."
cavalerie,présence,"Le Roi-Sorcier tente de fuir jusqu’en Angmar avec le peu de forces qu’il peut réunir, mais la cavalerie du Gondor, ainsi qu'une armée envoyée par Elrond de Fondcombe sous le commandement de Glorfindel l’écrasent complètement, et il fuit la présence de l’Elfe."
prédiction,éowyn,"Cette prédiction se verra accomplie des siècles après, lorsque Éowyn et Meriadoc Brandebouc, autrement dit une femme et un semi-homme, triomphent du Roi-Sorcier au cours de la bataille des champs du Pelennor pendant la guerre de l’Anneau."
prédiction,siècles,"Cette prédiction se verra accomplie des siècles après, lorsque Éowyn et Meriadoc Brandebouc, autrement dit une femme et un semi-homme, triomphent du Roi-Sorcier au cours de la bataille des champs du Pelennor pendant la guerre de l’Anneau."
prédiction,accomplie,"Cette prédiction se verra accomplie des siècles après, lorsque Éowyn et Meriadoc Brandebouc, autrement dit une femme et un semi-homme, triomphent du Roi-Sorcier au cours de la bataille des champs du Pelennor pendant la guerre de l’Anneau."
prédiction,triomphe,"Cette prédiction se verra accomplie des siècles après, lorsque Éowyn et Meriadoc Brandebouc, autrement dit une femme et un semi-homme, triomphent du Roi-Sorcier au cours de la bataille des champs du Pelennor pendant la guerre de l’Anneau."
